posicao,id_municipio,uf,n_alunos_avaliados,risco_medio,taxa_alfabetizacao_real,inse_municipio,gap_meta_2030
768,120033,AC,50,0.6433070984816638,32.0,4.265,
769,150715,PA,87,0.6432467295203579,39.08045977011494,4.4525,-36.650784313725495
770,500440,MS,39,0.643005514655943,53.84615384615385,5.0225,-36.78034782608695
771,421650,SC,121,0.6424242507704176,38.84297520661157,5.2628571428571425,-36.25638297872341
772,130120,AM,378,0.6422401544046558,47.354497354497354,4.081666666666667,-35.88338047138047
773,130250,AM,517,0.6421371481713782,45.45454545454545,4.329122807017543,-32.62141011022425
774,210060,MA,114,0.6417344178492297,40.35087719298245,4.362941176470588,-36.48576433121019
775,240110,RN,76,0.6416720868927716,47.368421052631575,4.66357142857143,-34.666421845574384
776,171880,TO,33,0.6416224339569414,57.57575757575758,4.44,-36.592649006622516
777,420340,SC,23,0.6415861114859992,34.78260869565217,5.098000000000001,-43.9506611570248
778,270940,AL,96,0.6412732254087787,50.0,4.024666666666666,-35.010474308300395
779,290035,BA,41,0.6412293992060272,34.146341463414636,4.04375,-36.45542124542124
780,291835,BA,101,0.6412228439659816,44.554455445544555,4.203846153846154,-36.318576923076925
781,250053,PB,36,0.6407563374156112,36.11111111111111,4.635,-35.58458598726115
782,211100,MA,31,0.6406842838992691,51.61290322580645,4.094166666666666,-36.03
783,292910,BA,62,0.6405558973752783,38.70967741935484,4.1535714285714285,-36.24878594249201
784,260460,PE,89,0.6403973177552805,46.06741573033708,4.331428571428571,-35.46498905908096
785,330490,RJ,1739,0.6402684213726191,46.11845888441633,4.845828220858897,-35.31850811057802
786,500260,MS,87,0.6401124706638772,44.827586206896555,5.01875,-40.989877149877145
787,500750,MS,37,0.6400322235383498,32.432432432432435,5.1,-36.24409836065574
788,150309,PA,123,0.6399522952615428,42.27642276422765,4.311875,-35.820646766169155
789,211167,MA,20,0.6399019436697913,30.0,4.29,-36.64055555555556
790,292430,BA,95,0.6398519268008748,45.26315789473684,4.553076923076923,-36.70813953488372
791,210550,MA,89,0.6395354562566705,49.43820224719101,4.435,-35.40362101313321
792,150260,PA,31,0.6392028880928297,41.935483870967744,4.105555555555555,-35.46497041420118
793,293135,BA,516,0.6390900162580451,45.542635658914726,4.676153846153846,-36.54578735842163
794,510735,MT,46,0.6390815962690933,43.47826086956522,4.960000000000001,-36.26865800865801
795,250920,PB,40,0.6389438870738999,50.0,4.27375,-37.435566037735846
796,241160,RN,26,0.6388419324570503,34.61538461538461,4.4,-35.63289719626168
797,353580,SP,45,0.6388238426317153,37.77777777777778,5.20375,-37.41
798,290150,BA,36,0.6387122269620789,47.22222222222222,4.406,-33.273038674033145
799,330475,RJ,215,0.638583923010185,46.97674418604651,4.820000000000001,-34.53012195121951
800,292905,BA,83,0.6384088790245032,48.19277108433735,4.427777777777778,-34.09562874251497
801,510850,MT,69,0.6382497262378202,55.072463768115945,5.125,-36.183542857142854
802,260520,PE,178,0.637772285886366,51.12359550561798,4.404583333333333,-36.80807424593968
803,280740,SE,186,0.6377681732989064,48.38709677419355,4.298260869565218,-34.20120985010707
804,220010,PI,31,0.6376286170852379,45.16129032258064,4.373333333333333,-35.8664238410596
805,172080,TO,60,0.6375566162060656,46.666666666666664,4.334,-35.119364548494985
806,240170,RN,43,0.6371471823064924,34.883720930232556,4.576666666666667,
807,421265,SC,49,0.6370867625744254,42.857142857142854,5.36375,-36.653999999999996
808,250630,PB,186,0.6366138779703454,50.0,4.375806451612903,-32.4942365097589
809,220820,PI,77,0.6365559273968081,44.15584415584416,4.155555555555555,-34.31584295612009
810,210150,MA,54,0.6365118105192075,46.2962962962963,4.316363636363637,-33.731249999999996
811,210480,MA,420,0.6362055421481588,43.333333333333336,4.362444444444444,-35.954997518610426
812,260765,PE,103,0.6359931482221469,43.689320388349515,4.294545454545455,-33.7639247311828
813,270642,AL,44,0.6359899677152715,54.54545454545454,4.2316666666666665,-36.99668181818181
814,291460,BA,265,0.6359630875430284,44.15094339622642,4.5147619047619045,-35.70217837411207
815,330260,RJ,202,0.6356051151963862,42.57425742574257,5.127692307692309,-35.4771931696905
816,350850,SP,145,0.635474005829703,47.58620689655172,5.3053846153846145,-35.74
817,290690,BA,89,0.6354528233661522,41.57303370786517,4.4174999999999995,-34.63520089285714
818,293330,BA,1209,0.6346884499640134,46.07113316790736,4.679462365591398,-34.60053160674732
819,210930,MA,49,0.6346618167176266,48.97959183673469,3.7553846153846155,-34.15594339622641
820,250535,PB,21,0.6345114566307382,47.61904761904761,4.3566666666666665,-35.962450980392155
821,150060,PA,571,0.63449254489936,47.46059544658494,4.6196,-34.03131622792402
822,261470,PE,37,0.6344499497781239,45.94594594594595,4.4225,-34.94985915492958
823,291075,BA,36,0.6343762701075244,52.77777777777778,4.148,-33.88292576419214
824,130440,AM,115,0.634346262439978,47.82608695652174,3.931111111111111,
825,350860,SP,49,0.6343010943138352,22.448979591836736,5.132777777777778,-38.2
826,316245,MG,22,0.634190391568342,40.909090909090914,4.403333333333333,-31.42124087591241
827,120034,AC,44,0.6339254771549823,29.545454545454547,4.444,
828,310450,MG,72,0.6338393595481654,51.388888888888886,4.574,-36.93527001862198
829,290327,BA,43,0.6333518340423183,39.53488372093023,4.498181818181818,-36.139375
830,290370,BA,60,0.6333337205518296,51.66666666666667,4.512727272727273,-34.652480916030534
831,210670,MA,85,0.6333024676656673,48.23529411764706,4.102941176470589,-34.51223776223776
832,500190,MS,127,0.6328668694610605,50.39370078740157,5.112500000000001,-34.95750392464679
833,430187,RS,26,0.6326178259465572,38.46153846153847,5.253333333333333,-41.09474747474747
834,220420,PI,23,0.6322178621233161,56.52173913043478,4.2700000000000005,-34.33728813559322
835,130160,AM,118,0.6315701297527,42.3728813559322,4.1688888888888895,
836,510335,MT,227,0.631506027957426,45.81497797356828,4.98875,-35.00750216076059
837,353720,SP,20,0.6313904138900005,50.0,4.922000000000001,-34.03
838,210320,MA,294,0.6307302810823362,45.23809523809524,4.044102564102563,-35.41409574468085
839,260200,PE,117,0.6304669246260876,51.28205128205128,4.225625000000001,-33.803584
840,355070,SP,196,0.630424618815934,41.83673469387755,5.172727272727272,-35.62
841,291010,BA,56,0.630307002809063,44.642857142857146,4.442500000000001,-34.29030303030303
842,240725,RN,24,0.6302240501286825,37.5,4.550000000000001,-35.701
843,150270,PA,198,0.6301945666475973,45.95959595959596,4.427826086956522,-33.83166666666667
844,220217,PI,27,0.6301499630705457,48.148148148148145,4.058333333333334,-42.48893617021277
845,210230,MA,99,0.6297860679653824,48.484848484848484,4.072941176470589,-36.018127490039845
846,210690,MA,96,0.6297480127253862,41.66666666666667,4.034285714285715,-35.18398148148148
847,290660,BA,47,0.6296733202918572,51.06382978723404,4.694285714285715,-35.78413223140496
848,270410,AL,57,0.6296009228767965,50.877192982456144,4.45,-35.05076124567474
849,110175,RO,48,0.6294120386457719,58.333333333333336,4.865,-33.492222222222225
850,220380,PI,28,0.6293044570525417,50.0,4.308,-34.90290909090909
851,261380,PE,66,0.6290716924115926,45.45454545454545,3.861666666666667,-34.136632996633
852,500640,MS,50,0.6286647163146725,38.0,5.075,-34.76654028436019
853,220150,PI,92,0.6282965309452339,43.47826086956522,4.089444444444444,-34.64840294840295
854,500210,MS,144,0.6280420928678723,51.388888888888886,4.921,-33.99364928909952
855,430676,RS,110,0.6279724100556282,43.63636363636363,5.316923076923077,
856,430467,RS,20,0.6279635354077057,40.0,5.654999999999999,-37.80544554455446
857,352520,SP,115,0.6278959959793448,45.21739130434783,5.372727272727272,-35.93
858,310610,MG,20,0.62730999864404,45.0,5.0,
859,150095,PA,82,0.62728558740847,48.78048780487805,3.9952941176470587,-34.64322738386308
860,350230,SP,20,0.6272585831479311,45.0,5.2075,-34.31
861,431640,RS,128,0.627111726994854,39.84375,5.2,-36.09689189189189
862,314995,MG,28,0.6270743780032013,35.714285714285715,5.016,-35.081304347826084
863,510700,MT,108,0.6269478462629775,37.96296296296296,4.967777777777778,-38.12784126984127
864,270480,AL,49,0.6269160919225767,46.93877551020408,4.1,-35.656291079812206
865,293160,BA,55,0.6265412270126692,47.27272727272727,4.294444444444445,-33.942344827586204
866,500500,MS,155,0.6264225516482467,45.16129032258064,5.0489999999999995,-35.13377331420373
867,310170,MG,171,0.6261553060301444,45.02923976608187,4.585000000000001,-32.9927797833935
868,352100,SP,73,0.6259939180157529,31.506849315068493,5.24,-35.25
869,291970,BA,73,0.6259569523352004,50.68493150684932,4.497142857142857,-32.49996845425868
870,250790,PB,47,0.6255978729064576,40.42553191489361,4.246666666666666,-36.395177304964534
871,171360,TO,30,0.6250349792984705,43.333333333333336,4.486,-36.186341463414635
872,270190,AL,23,0.6249736031555314,39.130434782608695,3.8850000000000002,-32.960434782608694
873,290400,BA,51,0.6249489058455615,43.13725490196079,4.5633333333333335,-33.22816513761468
874,500215,MS,50,0.6247205271391347,46.0,5.033333333333333,-34.44778195488722
875,241260,RN,53,0.6245955241664791,43.39622641509434,4.534999999999999,
876,290960,BA,61,0.6244380681237899,47.540983606557376,4.216666666666667,-33.690948905109494
877,171320,TO,63,0.6242674936080745,41.269841269841265,4.856000000000001,-36.414037267080744
878,431440,RS,828,0.6241020737358227,46.01449275362319,5.226534653465347,
879,270644,AL,93,0.6239176837547737,43.01075268817204,4.4799999999999995,-36.15339578454333
880,130310,AM,131,0.6238930844815885,39.69465648854962,3.8156521739130436,-34.14628678437667
881,330030,RJ,306,0.6238543669502314,49.01960784313725,4.963636363636363,-33.42588548601864
882,330320,RJ,355,0.6237800928677066,44.225352112676056,4.845000000000001,-34.16
883,431250,RS,55,0.6236538422874238,43.63636363636363,5.2725,-35.58988764044944
884,220192,PI,39,0.6234572739108609,41.02564102564102,4.0075,-37.14160714285714
885,293180,BA,34,0.6233836409640061,55.88235294117647,4.327777777777778,-33.513
886,250330,PB,40,0.6231095741543069,35.0,4.245,-33.690283687943264
887,291250,BA,46,0.623080876322896,34.78260869565217,4.523636363636364,-34.69684931506849
888,150445,PA,145,0.6230118757718607,51.03448275862069,4.386153846153847,-31.266549520766773
889,260170,PE,276,0.6230002636398211,46.3768115942029,4.3549999999999995,-33.159684210526315
890,150405,PA,139,0.6228418603346442,46.043165467625904,4.2456249999999995,-33.695218702865766
891,150400,PA,134,0.6228292804740401,47.01492537313433,3.780714285714285,-32.2772710951526
892,210850,MA,141,0.6228039763715861,49.645390070921984,4.218518518518519,-33.7867578125
893,330170,RJ,2666,0.6224997551706641,48.762190547636905,4.818853211009175,-33.72779542899963
894,150655,PA,60,0.6224810117395748,43.333333333333336,4.241818181818181,-32.219210526315784
895,292530,BA,888,0.6221219601780433,44.707207207207205,4.631153846153845,-33.88710246550554
896,290130,BA,49,0.6219082119829789,40.816326530612244,4.332222222222222,-33.693925925925925
897,351100,SP,44,0.621863099247152,45.45454545454545,5.158571428571428,-34.58
898,220920,PI,50,0.6215289574985065,36.0,4.405,-35.56288461538462
899,351350,SP,213,0.6214329628461799,43.66197183098591,5.103448275862069,-35.29333333333334
900,250860,PB,77,0.6212298236125593,42.857142857142854,4.573,-33.8455672823219
901,352510,SP,97,0.6209181185756055,39.175257731958766,5.335000000000001,-34.58
902,150350,PA,71,0.620739710789394,52.112676056338024,4.162000000000001,-32.274447592067986
903,150390,PA,281,0.6203092079151425,50.5338078291815,3.8970731707317072,-40.13681328158689
904,291880,BA,51,0.6202286261204019,45.09803921568628,4.385999999999999,-33.89836653386454
905,250190,PB,51,0.6202062526568198,43.13725490196079,4.21875,-32.66285714285714
906,270010,AL,82,0.6201830400414389,58.536585365853654,4.295454545454546,-32.138260869565215
907,353940,SP,24,0.6201168440705119,29.166666666666668,5.475,-35.63
908,240740,RN,33,0.6200509325975772,51.515151515151516,4.651250000000001,-31.13057471264368
909,330250,RJ,1109,0.6197994438671485,47.15960324616772,4.833544303797469,-33.53531196139262
910,130060,AM,271,0.6193345230418451,41.69741697416974,3.733125,
911,292730,BA,100,0.6191628231336224,53.0,4.531538461538462,-33.195
912,210280,MA,94,0.6190230769390617,54.25531914893617,4.353157894736842,-32.11735537190083
913,150195,PA,62,0.6185763085715249,56.451612903225815,4.041764705882353,-30.181649484536084
914,260800,PE,64,0.6184935417939268,43.75,4.073333333333334,-34.37353896103896
915,500270,MS,3883,0.6180327195074646,46.40741694566057,5.270176470588234,-41.48329935125116
916,260060,PE,69,0.6179874428245058,52.17391304347826,4.349999999999999,-31.200851735015775
917,260005,PE,288,0.6179131144891038,53.47222222222222,4.612702702702704,-33.06025316455696
918,353180,SP,156,0.6179051403998187,42.94871794871795,5.340952380952381,-33.02
919,312670,MG,76,0.6178636831568571,47.368421052631575,4.478571428571429,-33.101098376313274
920,330230,RJ,31,0.6177838694348152,48.38709677419355,4.785,-33.43613333333334
921,150796,PA,33,0.6177324770302826,45.45454545454545,4.162222222222222,-34.583999999999996
922,353190,SP,59,0.6176731414549774,47.45762711864407,5.192499999999999,-34.7
923,130030,AM,179,0.6175683075856458,45.2513966480447,4.185862068965517,
924,250400,PB,1139,0.6175146186605304,46.26865671641791,4.673802816901407,-30.87375317185698
925,510682,MT,53,0.617512193297479,41.509433962264154,4.75,-33.205689655172414
926,353760,SP,140,0.6174253362750738,43.57142857142857,5.114583333333333,-33.19
927,292360,BA,46,0.6165127272146455,52.17391304347826,4.655,-32.07025179856115
928,211250,MA,215,0.6164389374829038,45.58139534883721,4.105121951219511,-31.57044105173876
929,270850,AL,173,0.6163076647835879,44.50867052023121,4.256666666666667,-33.39381430363864
930,221130,PI,55,0.6161605497488886,58.18181818181818,4.455454545454547,-33.683177570093456
931,354075,SP,41,0.6161382028370328,41.46341463414634,5.005,-33.42
932,353670,SP,85,0.6159253641889313,45.88235294117647,5.333888888888889,-33.23
933,432380,RS,85,0.6153345957257799,51.76470588235295,5.456,-32.22985915492958
934,351030,SP,56,0.6152782906510809,48.214285714285715,5.217142857142858,-32.36
935,171660,TO,40,0.6150223453593806,45.0,4.807142857142857,-34.932641509433964
936,120045,AC,49,0.6149140361791425,48.97959183673469,4.594117647058824,
937,220900,PI,27,0.6144171991863655,55.55555555555556,4.28,-34.50931972789115
938,250490,PB,70,0.6143570720863749,55.714285714285715,4.291666666666666,-33.06654320987654
939,290280,BA,103,0.6142174711307025,44.66019417475729,4.5627272727272725,-32.631381322957196
940,351515,SP,32,0.6141803176107189,40.625,5.17,-32.14
941,150770,PA,134,0.614147857617805,47.01492537313433,3.7459999999999996,-32.260877192982456
942,172110,TO,27,0.6138056050746209,48.148148148148145,4.772499999999999,-33.27243243243243
943,421800,SC,134,0.6136672294411135,50.74626865671642,5.461666666666666,
944,150620,PA,211,0.6135389256920355,50.23696682464455,4.048518518518519,-33.19390404515522
945,130220,AM,65,0.6133793916942241,53.84615384615385,3.8957142857142855,-32.33245261984392
946,241410,RN,45,0.6132319768040976,44.44444444444444,4.53125,-37.00333333333333
947,160025,AP,36,0.6130918356509023,58.333333333333336,4.1290000000000004,-25.095410122164054
948,292950,BA,97,0.6130821280465693,52.57731958762887,4.492500000000001,-32.018916349809885
949,220550,PI,167,0.612878021978275,41.91616766467065,4.10409090909091,-33.558795180722896
950,500370,MS,1298,0.6128451523020657,49.152542372881356,5.1322222222222225,-31.858428111304715
951,240180,RN,38,0.6127131680269637,42.10526315789473,4.484,
952,150085,PA,134,0.6120606033751568,47.76119402985074,4.403333333333333,-31.37710709318498
953,293250,BA,61,0.6119107063187251,52.459016393442624,4.407,-31.043370473537607
954,431870,RS,815,0.6117411651671907,47.85276073619632,5.3845,-32.547094451503604
955,500600,MS,150,0.6114567878551838,42.0,5.111428571428571,-32.95759679572764
956,292200,BA,137,0.6112872177812694,49.63503649635037,4.579999999999999,-31.49207621550591
957,211070,MA,129,0.6112558054289471,48.837209302325576,4.3608,-33.99895652173913
958,260930,PE,80,0.6111703897885508,38.75,4.148571428571429,-34.53630727762803
959,172010,TO,23,0.6111380104718062,43.47826086956522,4.311999999999999,-31.774
960,292300,BA,207,0.6108436730098147,49.275362318840585,4.556111111111111,-32.8829718875502
961,211176,MA,53,0.6107506370077744,52.83018867924528,4.4781818181818185,-33.234760273972604
962,432130,RS,93,0.6107095258189029,52.68817204301075,5.387000000000001,-36.89292011019283
963,352720,SP,139,0.6106826309314531,49.64028776978417,5.222666666666667,-32.18
964,352400,SP,126,0.6102814031814079,53.17460317460318,5.428947368421053,-31.060000000000002
965,210237,MA,29,0.6101402956440961,55.172413793103445,3.8,-31.196759776536314
966,432300,RS,1018,0.6101351301281522,50.884086444007856,5.230263157894735,-34.22045977011494
967,150275,PA,111,0.6095330344998214,39.63963963963964,3.8999999999999995,-32.57
968,421330,SC,20,0.6094663826756755,45.0,5.4,-37.897304347826086
969,291170,BA,317,0.6093826794931311,47.63406940063091,4.661851851851852,-32.469684990735026
970,353890,SP,22,0.6090486794202512,36.36363636363637,5.3425,-33.97
971,500720,MS,201,0.608622186330659,45.77114427860697,5.047999999999999,-33.56400528169014
972,251445,PB,25,0.6085412826842451,56.00000000000001,4.133333333333334,-37.32348623853211
973,291300,BA,26,0.6083091380502317,50.0,4.491111111111112,-32.8814
974,210360,MA,243,0.6081121080673677,51.028806584362144,4.017999999999998,-31.702742214532872
975,150800,PA,435,0.6078015234447437,47.12643678160919,4.1154716981132085,-31.263333333333332
976,261290,PE,33,0.6076154398721547,45.45454545454545,4.222,-30.10147928994083
977,352210,SP,251,0.6075352826706265,48.20717131474104,5.135135135135136,-31.950000000000003
978,353060,SP,869,0.6074065471138435,49.36708860759494,5.289999999999998,-32.12
979,251615,PB,21,0.6069886294073547,42.857142857142854,4.536666666666667,-33.06236559139784
980,350580,SP,45,0.6069164219187441,37.77777777777778,5.338333333333333,-33.11
981,150658,PA,97,0.6067386270440762,50.51546391752577,4.495384615384615,-31.89871227364185
982,240500,RN,43,0.6066614395076496,41.86046511627907,4.515000000000001,-32.352543859649124
983,293340,BA,27,0.6065150974693462,44.44444444444444,4.29,-31.36409090909091
984,500325,MS,172,0.6065066704146618,43.02325581395349,5.159999999999999,-33.135
985,350050,SP,36,0.6064087879304042,44.44444444444444,5.503333333333334,-32.52333333333333
986,353440,SP,1347,0.6063652066184327,49.962880475129914,5.234311926605503,-30.869999999999997
987,420230,SC,263,0.6062727470296486,42.96577946768061,5.3975,
988,312930,MG,34,0.6062494688840352,47.05882352941176,4.89,-29.144499999999994
989,270340,AL,35,0.6061994633853557,48.57142857142857,4.194,-33.74156862745098
990,500740,MS,139,0.6058947460997914,51.07913669064749,5.01,-31.831200000000003
991,211180,MA,91,0.6058787219417553,53.84615384615385,4.276428571428571,-31.536411290322583
992,354600,SP,25,0.6057310998989168,36.0,5.225999999999999,-30.29
993,292790,BA,44,0.6052525573187358,45.45454545454545,4.526666666666666,-32.67416243654822
994,291820,BA,30,0.6049428609406525,30.0,4.455,
995,150611,PA,61,0.6049041094590217,50.81967213114754,4.028888888888889,-31.891340206185568
996,313520,MG,292,0.6048543584080871,42.80821917808219,4.315294117647059,-35.27369846878681
997,170600,TO,26,0.6048403481145077,34.61538461538461,4.5680000000000005,-31.398543046357617
998,431480,RS,143,0.6048005315567253,55.94405594405595,5.418125000000001,-30.74168359941945
999,292145,BA,29,0.6044576931307182,55.172413793103445,4.508,-30.981409395973156
1000,355620,SP,161,0.6042768404601616,49.06832298136646,5.5018518518518515,-31.79
1001,150840,PA,228,0.6042424530094164,49.122807017543856,4.6080000000000005,-30.435
1002,220795,PI,28,0.6042360844690472,50.0,4.125,-31.403
1003,150497,PA,82,0.6041063428025758,46.34146341463415,4.355555555555556,-31.74319371727749
1004,260820,PE,41,0.6040010297878607,60.97560975609756,4.232857142857143,-31.420388349514564
1005,290460,BA,259,0.6038260569508778,53.66795366795367,4.652692307692309,-31.735822368421054
1006,110010,RO,197,0.6037129672480432,45.68527918781726,4.768888888888888,-30.323923541247485
1007,210300,MA,601,0.6035398547629517,50.74875207986689,4.344646464646466,-30.87940182494086
1008,350960,SP,183,0.6034460981710434,45.90163934426229,5.4395999999999995,-31.229999999999997
1009,330555,RJ,394,0.6030354734841396,47.71573604060914,4.909736842105264,-31.49624556062912
1010,250540,PB,36,0.6029739625101092,30.555555555555557,4.5625,-33.83047619047619
1011,352180,SP,66,0.6025476476804988,43.93939393939394,5.181666666666667,-33.29
1012,500350,MS,25,0.6024661930892656,56.00000000000001,4.78,-33.66336206896551
1013,310480,MG,21,0.602346357010622,52.38095238095239,4.805,-31.498645833333335
1014,261640,PE,420,0.602272483430539,47.85714285714286,4.439722222222223,-31.636323092170464
1015,270890,AL,109,0.6018901983746877,52.293577981651374,4.646666666666667,-31.102021857923496
1016,211157,MA,26,0.6018539256782839,53.84615384615385,4.535,-30.811290322580646
1017,420195,SC,50,0.6016089270505889,38.0,5.2625,
1018,261310,PE,143,0.6015904909150779,52.44755244755245,4.2700000000000005,-30.95259044862518
1019,351960,SP,96,0.6015090160643547,44.79166666666667,5.285714285714285,-30.799999999999997
1020,210120,MA,405,0.6015067592186454,47.901234567901234,4.293749999999998,-31.67362273901809
1021,355100,SP,606,0.601389813310249,50.99009900990099,5.057192982456142,-26.86
1022,210950,MA,112,0.6013103645077423,41.964285714285715,4.2676923076923075,
1023,510780,MT,83,0.6012634121265141,42.168674698795186,4.89625,
1024,220780,PI,104,0.601260863370846,55.769230769230774,4.135625,-32.098
1025,220750,PI,60,0.600964523387428,60.0,4.0625,-31.511262798634814
1026,430693,RS,23,0.6008622099711036,39.130434782608695,5.276000000000001,
1027,316960,MG,102,0.6008089257544424,48.03921568627451,5.1,-31.623795309168443
1028,260980,PE,59,0.6007970369873501,44.06779661016949,4.286666666666667,-31.88153846153846
1029,351300,SP,612,0.6007638929382696,50.16339869281046,5.287564102564101,-30.509999999999998
1030,160060,AP,677,0.6003856217054201,48.301329394387,4.643200000000001,-31.822520950409142
1031,130420,AM,450,0.6003463231024494,42.66666666666667,4.0806818181818185,
1032,150745,PA,134,0.6002761395580852,52.23880597014925,4.417368421052632,-30.989094827586204
1033,261370,PE,353,0.6001798747166502,49.858356940509914,4.472162162162162,-31.230444691495276
1034,292490,BA,26,0.6000401869152714,42.30769230769231,4.3100000000000005,-31.11216
1035,510550,MT,69,0.599971195369384,52.17391304347826,4.812857142857143,-31.70285600636436
1036,210920,MA,33,0.5999291268046626,48.484848484848484,3.887777777777777,-30.69201438848921
1037,431410,RS,740,0.5999226002723048,47.83783783783784,5.4380952380952365,-32.14329103885805
1038,310945,MG,31,0.599868566965057,54.83870967741935,4.912,-31.284999999999997
1039,150276,PA,71,0.5997683479547136,50.70422535211267,4.515714285714286,-32.164744744744745
1040,355280,SP,505,0.5995120391581995,49.7029702970297,5.274901960784312,-27.456666666666663
1041,521975,GO,350,0.5991154284225593,48.0,4.932380952380953,-31.679802148106276
1042,420720,SC,30,0.5990582303649536,46.666666666666664,5.426,
1043,210910,MA,181,0.5988239404436155,53.03867403314917,4.377894736842105,-30.187105263157893
1044,292890,BA,166,0.5986467190677204,47.59036144578313,4.473000000000001,-31.608637532133677
1045,150540,PA,59,0.5986009945481355,57.6271186440678,4.27875,-32.04358509566969
1046,293260,BA,46,0.5983080007819729,52.17391304347826,4.646999999999999,-30.539505300353355
1047,420665,SC,57,0.5981842546345661,52.63157894736842,5.3975,-28.47144986449864
1048,291130,BA,24,0.5979543384778844,54.166666666666664,4.593333333333334,-30.096129032258062
1049,292640,BA,99,0.5972862819866064,49.494949494949495,4.381333333333334,-33.02549295774648
1050,170730,TO,20,0.596780792902287,45.0,4.654999999999999,-28.421287128712866
1051,240450,RN,64,0.59669570895249,56.25,4.606666666666667,
1052,150610,PA,57,0.5966284304135706,50.877192982456144,4.180000000000001,-30.562564102564103
1053,500310,MS,25,0.5964965294831706,56.00000000000001,5.159999999999999,-28.820750000000004
1054,430517,RS,28,0.5964020008453346,50.0,5.08,-28.991223628691984
1055,431560,RS,648,0.5963331580620201,53.24074074074075,5.205441176470585,-30.874322321050403
1056,330380,RJ,178,0.5963256922751576,48.87640449438202,4.875624999999999,-30.192800480769233
1057,260070,PE,117,0.5961670531544485,50.427350427350426,4.054166666666667,-31.652540540540542
1058,352410,SP,69,0.5957346747562862,52.17391304347826,5.195,-30.060000000000002
1059,210330,MA,475,0.5955822172627167,49.89473684210527,4.104461538461536,-31.15959983326386
1060,410040,PR,463,0.5955277659880007,50.9719222462203,5.18531914893617,-31.039844559585497
1061,290755,BA,26,0.5953900943099211,65.38461538461539,4.478,-30.89254716981132
1062,150616,PA,70,0.5953007968651344,47.14285714285714,4.593333333333333,-31.015701357466064
1063,150180,PA,376,0.5952790280900794,55.053191489361694,3.910526315789473,-29.613259052924793
1064,150555,PA,33,0.5949564731257312,39.39393939393939,4.45,-30.151151079136692
1065,251200,PB,92,0.5949526978950189,47.82608695652174,4.397272727272727,-31.893661327231122
1066,240570,RN,38,0.5947367899867151,44.73684210526316,4.606,-26.550360360360358
1067,150230,PA,186,0.5945496340687892,53.2258064516129,4.045151515151514,-30.011471215351815
1068,270900,AL,32,0.5945486617496889,50.0,4.307499999999999,-31.92887323943662
1069,350055,SP,23,0.594496297140383,43.47826086956522,5.5,-31.009999999999998
1070,260620,PE,297,0.5942987079563987,46.12794612794613,4.507428571428571,-30.406689895470382
1071,261430,PE,29,0.5942955432660625,44.827586206896555,4.446666666666666,-29.44
1072,292110,BA,113,0.594136695669122,49.557522123893804,4.514375,-30.695983263598325
1073,170380,TO,38,0.5940923056901575,52.63157894736842,4.42,
1074,150570,PA,102,0.5940267265067071,47.05882352941176,3.76375,-29.35019460138104
1075,170710,TO,29,0.593876892931621,37.93103448275862,4.765000000000001,-30.374857142857138
1076,150600,PA,176,0.5929998927762502,53.97727272727273,3.7272,-29.266153846153845
1077,510040,MT,69,0.5928387240575402,49.275362318840585,5.2125,-33.22760806916427
1078,250770,PB,73,0.5927925633425914,52.054794520547944,4.385833333333334,-31.20404699738903
1079,313070,MG,22,0.5926891176801121,50.0,5.29,-31.329104477611942
1080,280330,SE,73,0.592612463741482,58.9041095890411,4.432,-29.591963190184046
1081,150475,PA,82,0.5925768526674254,51.21951219512195,4.340588235294118,-30.373106267029975
1082,510515,MT,200,0.5925480626283588,47.5,4.965714285714285,-32.26439291465378
1083,260940,PE,180,0.5924791704953549,47.22222222222222,4.394761904761904,-30.940961995249406
1084,292975,BA,26,0.5924223025946209,53.84615384615385,4.361111111111111,-31.797622377622375
1085,150500,PA,51,0.5923155312737899,52.94117647058824,4.2299999999999995,-29.04498054474708
1086,270320,AL,112,0.592184593003866,50.0,4.263636363636363,-30.72184971098266
1087,241480,RN,41,0.5920880637240856,39.02439024390244,4.4799999999999995,-28.769775280898877
1088,170240,TO,34,0.5920103087508456,58.82352941176471,4.62125,-30.461
1089,351500,SP,570,0.5919473776156723,48.421052631578945,5.161406249999999,-27.759999999999998
1090,430435,RS,41,0.5915511700283324,43.90243902439025,5.293333333333333,
1091,330185,RJ,235,0.5915024433187677,47.65957446808511,4.915500000000001,-31.045627668659268
1092,170230,TO,33,0.591164587544594,72.72727272727273,4.633333333333333,-28.97809523809524
1093,292665,BA,27,0.5911365855478466,37.03703703703704,4.445714285714286,-29.8906993006993
1094,110080,RO,151,0.590702315398921,53.64238410596026,4.747999999999999,-29.629870129870127
1095,210860,MA,235,0.5906523105852545,45.1063829787234,4.171276595744681,-29.888017467248908
1096,292050,BA,105,0.5905610586442411,48.57142857142857,4.570909090909091,-31.074120267260582
1097,420930,SC,617,0.5905100189964316,54.13290113452188,5.4248,-30.233373621713316
1098,210530,MA,1043,0.5903129966064626,49.37679769894535,4.684835164835165,-30.352311270125227
1099,270840,AL,173,0.5902626620510527,52.601156069364166,4.0556,-30.303492822966508
1100,260550,PE,42,0.5902293172157268,42.857142857142854,4.205,-29.667272727272728
